Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
31.0,4.6,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,26,27.576151286882897
22.0,4.3,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,29,7.525650137729354
36.0,4.6,Stormy,Low,1,Snack,scooter,1.0,No,Urban,21,2.607178877802544
27.0,4.8,Sandstorms,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,29,7.640927549214492
32.0,4.5,Windy,Jam,2,Snack,motorcycle,3.0,No,Metropolitian,43,17.627559865774202
27.0,4.5,Sandstorms,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,28,12.54491249467252
,,,,3,Drinks,scooter,1.0,No,Urban,10,9296.975298206296
24.0,4.8,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,28.006182872291514
,,Sunny,Medium,2,Buffet,motorcycle,,No,Metropolitian,13,16.36651028103701
37.0,3.4,Sunny,Low,0,Buffet,motorcycle,1.0,No,,31,21.608447060046707
22.0,4.6,Fog,Medium,0,Meal,motorcycle,1.0,No,Urban,22,9.970120160876103
36.0,5.0,Fog,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,26,16.48415030002379
31.0,4.1,Windy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,13.738939163005458
35.0,4.2,Sandstorms,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,47,35.89551768916625
20.0,4.6,Sunny,High,1,Snack,motorcycle,1.0,No,Urban,14,10.912504096374239
36.0,5.0,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,15,5.215165016383214
36.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,36,23.460148875167654
37.0,4.4,Windy,Medium,2,Buffet,electric_scooter,1.0,No,Metropolitian,35,20.749812677521163
22.0,4.8,Stormy,Low,2,Snack,electric_scooter,0.0,No,Metropolitian,13,31.693902438152953
25.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,Urban,21,15.11062502882257
24.0,4.8,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,32,19.813917054109016
23.0,4.8,Sunny,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,14,28.53485560033112
21.0,2.9,Sunny,Low,1,Drinks,scooter,0.0,No,Metropolitian,40,28.513196563394064
32.0,4.8,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,30,7.476773219329602
37.0,4.9,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,17,13.586717180251773
31.0,4.0,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Urban,34,13.637125013234769
20.0,3.2,Sunny,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,31,33.486244374855026
32.0,4.8,Windy,Jam,2,Drinks,scooter,1.0,No,,29,28.671697818985045
20.0,4.6,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,30,32.72457049935793
28.0,4.8,Sandstorms,Medium,2,Drinks,scooter,1.0,No,Metropolitian,19,33.59998519466263
33.0,4.7,Sandstorms,Jam,2,Snack,scooter,0.0,No,Metropolitian,25,35.44793006433463
36.0,4.8,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,27,20.850241771524697
27.0,4.7,Fog,Medium,2,Buffet,scooter,0.0,No,Urban,15,8.012857145368194
39.0,5.0,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19,10.991831470032544
36.0,4.9,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,27,19.15397358632765
37.0,4.7,Cloudy,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,15,10.52526218712168
35.0,4.4,Fog,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,40,29.876856590860314
32.0,4.7,Windy,Low,2,Snack,scooter,1.0,No,Urban,23,27.572865793706406
28.0,4.5,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,25,21.620934822672993
25.0,4.7,Windy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,16,2.5082418315858206
28.0,4.8,Sunny,Low,2,Meal,electric_scooter,1.0,No,Metropolitian,23,5.433974570434554
21.0,4.9,Sunny,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,20,28.501821993634195
20.0,4.9,Windy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,20,28.671067186008248
22.0,4.7,Cloudy,Low,2,Drinks,scooter,1.0,No,Metropolitian,17,7.892475534311407
26.0,5.0,Sunny,Medium,0,Snack,motorcycle,1.0,No,Urban,19,9.605262727917943
20.0,4.7,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,26,7.477955002146256
20.0,4.9,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,21,14.152800689506924
33.0,5.0,Cloudy,High,2,Buffet,scooter,0.0,No,Metropolitian,31,5.184311399485331
24.0,4.7,Sandstorms,Jam,2,Meal,scooter,1.0,No,,28,12.456969260368892
35.0,3.6,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,35,32.7273408610416
35.0,4.9,Fog,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,17,16.02369871769141
39.0,4.9,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,17,5.017193894729632
25.0,5.0,Cloudy,Low,2,Snack,motorcycle,0.0,No,Urban,22,20.844858515926596
27.0,4.9,Fog,Medium,0,Drinks,motorcycle,0.0,No,Urban,21,10.991380334231806
26.0,4.6,Fog,Low,0,Snack,motorcycle,1.0,No,,18,12.00699334775699
29.0,4.0,Cloudy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,31,28.50245339655293
34.0,3.8,Stormy,Jam,1,Buffet,scooter,1.0,No,Metropolitian,39,17.071929375212147
34.0,3.6,Fog,Low,2,Drinks,electric_scooter,1.0,No,Metropolitian,31,24.725401949532863
38.0,4.1,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,31,15.579782989721638
23.0,4.8,Stormy,High,1,Drinks,scooter,0.0,No,Metropolitian,16,10.911551446274283
37.0,4.5,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,28,7.206077048385942
29.0,4.8,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,12,18.419852287711876
33.0,4.7,Sandstorms,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,42,7.538538979987348
,,Fog,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,38,17.55160250748328
27.0,4.7,Stormy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,27,22.56511265058321
39.0,4.8,Fog,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,2.496606052378958
24.0,4.9,Sandstorms,Low,2,Buffet,scooter,1.0,No,Urban,15,2.5081178608488752
21.0,4.6,Sandstorms,Low,2,Snack,scooter,0.0,No,Urban,10,31.136136932686078
28.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,22,10.051912912251144
24.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,46,19.19741872920756
23.0,4.7,Windy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20.85484147854204
33.0,4.7,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,30,13.583461707492297
39.0,4.6,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,15,33.60402037904637
37.0,4.4,Fog,Low,0,Snack,motorcycle,1.0,No,Metropolitian,44,32.38856594281898
29.0,4.9,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,18,23.35599244301585
30.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Urban,22,8.49168153096395
20.0,4.2,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,52,12.970333343667802
37.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,22,20.05887401213785
23.0,4.5,Sunny,Low,0,Drinks,motorcycle,1.0,No,Urban,14,5.661121254147949
32.0,4.0,Sandstorms,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,20,5.186354856593318
38.0,4.9,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,29,2.728367653893335
27.0,4.7,Cloudy,Low,1,Buffet,motorcycle,1.0,No,Urban,10,12.732386188187691
31.0,4.2,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,32,10.909876938481593
39.0,4.4,Sunny,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,31,35.3081934155173
21.0,4.8,Windy,Jam,2,Buffet,scooter,0.0,No,Metropolitian,26,36.797238211469384
38.0,4.8,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,25,19.234167999249337
31.0,4.6,Stormy,High,0,Snack,motorcycle,0.0,No,Metropolitian,38,5.661121254147949
23.0,5.0,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,23,32.650953693147095
21.0,4.7,Sunny,Low,1,Meal,scooter,1.0,No,Urban,22,2.298618788936675
22.0,4.9,Cloudy,Medium,2,Meal,scooter,1.0,No,Metropolitian,18,10.911652708664944
21.0,5.0,Fog,Medium,1,Buffet,scooter,1.0,No,Metropolitian,16,13.636869528480156
26.0,4.8,Windy,Jam,2,Meal,scooter,0.0,No,Metropolitian,21,17.43490781444627
26.0,4.6,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,26,33.092536995373514
20.0,4.7,Windy,Low,2,Meal,electric_scooter,1.0,No,Urban,17,5.263878944553924
20.0,4.7,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,27,8.183981522502332
20.0,4.2,Sandstorms,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,26,5.430799333173993
21.0,4.8,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,18,26.410817500802068
33.0,4.0,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,54,30.21955459937217
25.0,4.6,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,29.86461940652693
38.0,4.6,Cloudy,High,2,Meal,scooter,0.0,No,Metropolitian,33,2.6074021097482545
37.0,5.0,Sandstorms,High,0,Meal,motorcycle,0.0,No,Metropolitian,35,10.52448261434782
36.0,4.8,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,22,12.592516066881391
32.0,5.0,Windy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,25,5.49601451747701
35.0,4.4,Fog,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,32,21.946295044004604
32.0,3.9,Windy,Jam,1,Drinks,scooter,1.0,No,,38,36.797238211469384
33.0,4.6,Sandstorms,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,43,21.980201963141187
28.0,4.7,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Urban,24,18.158892341305595
33.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,26,2.518989047474407
38.0,4.6,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,42,20.063426737332744
29.0,4.5,Fog,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,11,12.00882661099476
23.0,4.8,Sunny,Low,0,Meal,motorcycle,0.0,No,Metropolitian,17,2.312759649606295
,,Cloudy,Medium,1,Buffet,motorcycle,1.0,No,,30,21.94729785892442
37.0,4.9,Sunny,Low,1,Meal,scooter,0.0,No,Urban,16,13.154003528698775
22.0,4.6,Sandstorms,Medium,1,Buffet,scooter,1.0,No,Metropolitian,29,12.732386188187691
34.0,4.9,Sunny,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,10,5.188603178101631
22.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,25,5.262192660323816
34.0,4.6,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,5.661121254147949
23.0,4.7,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,24,7.640927549214492
21.0,4.5,Cloudy,Medium,1,Meal,scooter,0.0,,Metropolitian,12,7.525258489509255
30.0,4.9,Sunny,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,25,7.523979965107009
34.0,4.8,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Urban,49,20.068876415298913
35.0,5.0,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,38,12.541120696518929
34.0,5.0,Fog,Jam,1,Buffet,scooter,1.0,No,Semi-Urban,49,36.797238211469384
20.0,5.0,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,14,22.644473839635083
23.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,Urban,10,34.19208504244381
35.0,4.8,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,40,29.857937409411225
24.0,4.8,Fog,Jam,2,Drinks,scooter,1.0,No,Metropolitian,23,16.299322304411515
39.0,4.6,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,16,14.367326669224393
29.0,4.7,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,29,10.394263250532468
21.0,4.5,Cloudy,High,1,Buffet,motorcycle,0.0,No,Metropolitian,20,10.990264849826511
27.0,4.9,Stormy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,20,8.183905602379172
33.0,4.5,Sunny,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,20,15.545673168356203
24.0,4.8,Stormy,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,23,13.58659230312143
35.0,4.3,Sandstorms,Jam,1,Snack,scooter,1.0,No,Metropolitian,34,8.150596977776331
37.0,4.6,Cloudy,High,2,Meal,scooter,1.0,No,Metropolitian,27,10.525079980641259
26.0,4.8,Stormy,Low,1,Snack,scooter,1.0,No,Metropolitian,19,7.20445898444735
29.0,4.6,Stormy,Low,1,Drinks,motorcycle,1.0,No,Urban,16,23.4494630234583
32.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,25,16.299646899660605
37.0,4.6,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,34,21.047147354515175
35.0,5.0,Sunny,Low,1,Snack,scooter,0.0,No,Urban,11,13.158240418926166
28.0,5.0,Fog,High,1,Buffet,motorcycle,0.0,No,Metropolitian,21,10.420339993395496
32.0,4.6,Cloudy,Jam,1,Drinks,scooter,1.0,No,Metropolitian,45,27.695388504734265
26.0,4.9,Stormy,Low,2,Snack,scooter,0.0,No,Urban,16,2.7151067307692878
30.0,5.0,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,16.568369615686635
25.0,4.6,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,29,12.462001434894034
21.0,4.7,Stormy,High,2,Snack,scooter,0.0,No,Urban,18,2.747993782655114
21.0,4.6,Cloudy,Jam,2,Snack,scooter,0.0,No,Metropolitian,33,17.555407850696636
27.0,4.1,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,33,8.182235278812612
35.0,4.2,Windy,Medium,2,Drinks,electric_scooter,0.0,No,Metropolitian,38,29.8903887644667
,,Cloudy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,28,7.206293265797311
25.0,5.0,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,12,14.152800689506924
30.0,4.6,Sunny,Medium,1,Drinks,motorcycle,1.0,No,Metropolitian,20,10.99371609111829
29.0,4.6,Sunny,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,11,25.475029507646852
31.0,4.4,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,35,23.67769090412422
25.0,4.9,Windy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,25,12.970333343667802
30.0,4.5,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Urban,26,15.634878398903885
22.0,4.8,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,16,2.830560695427386
,,Sunny,Low,1,Snack,scooter,1.0,No,Metropolitian,17,16.29907326362215
39.0,4.3,Stormy,Jam,2,Meal,electric_scooter,1.0,Yes,Urban,42,27.410227109710043
33.0,4.9,Fog,High,2,Drinks,scooter,1.0,No,Metropolitian,26,2.830560695427386
37.0,4.5,Sandstorms,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,17,28.004026949581416
21.0,4.1,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,34,12.984784076971932
34.0,4.7,Sunny,Medium,1,Buffet,scooter,0.0,No,Metropolitian,19,11.322241389964427
25.0,4.7,Cloudy,Medium,2,Meal,electric_scooter,0.0,No,Metropolitian,13,11.561929079639276
24.0,4.7,Sandstorms,Jam,1,Snack,scooter,0.0,No,,23,23.672398657880674
20.0,4.8,Stormy,Low,2,Snack,scooter,0.0,No,Urban,10,13.637125013234769
30.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,14.429260824504407
21.0,4.7,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,18,16.80796710978137
35.0,4.8,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,21,5.495929224028913
37.0,4.8,Windy,Low,2,Meal,scooter,0.0,No,,20,13.63694184884268
36.0,4.9,Fog,Jam,0,Drinks,motorcycle,2.0,Yes,Metropolitian,54,19.015966858929605
20.0,4.9,Sandstorms,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,23.465160693861893
27.0,4.9,Fog,Medium,1,Snack,scooter,0.0,No,Metropolitian,26,17.627355112281958
38.0,4.9,Sunny,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,2.439510000352701
21.0,4.7,Fog,Jam,1,Snack,scooter,2.0,No,Metropolitian,41,19.813917054109016
28.0,4.9,Stormy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,26,30.216898929140488
30.0,4.3,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,29,5.037620216934747
28.0,5.0,Stormy,Medium,1,Snack,scooter,0.0,No,Metropolitian,22,35.29123991940826
38.0,4.3,Windy,Jam,0,Drinks,motorcycle,0.0,No,Metropolitian,40,13.15055511290782
23.0,4.9,Sandstorms,Low,1,Meal,scooter,0.0,No,Urban,11,5.094196537498039
,,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,26,33.65367807011596
39.0,4.9,Sunny,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,20,32.39666307047893
33.0,4.6,Sunny,Low,1,Buffet,scooter,0.0,No,Urban,23,24.541763534515283
39.0,4.5,Windy,Low,2,Meal,scooter,1.0,No,Metropolitian,18,27.572865793706406
33.0,4.8,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,32,7.783741437442325
31.0,4.6,Stormy,Jam,2,Snack,scooter,0.0,No,Metropolitian,25,15.567866647190629
25.0,5.0,Stormy,Low,2,Meal,motorcycle,1.0,No,Metropolitian,17,16.305689791715206
22.0,4.9,Sandstorms,High,0,Snack,motorcycle,0.0,No,Metropolitian,16,2.7164728453940072
24.0,5.0,Cloudy,Low,2,Meal,scooter,1.0,No,Metropolitian,27,20.36393606584006
29.0,5.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,38,21.047689498161432
24.0,4.9,Sunny,Jam,2,Buffet,scooter,1.0,No,Urban,17,7.556166470801574
,,,,3,Meal,motorcycle,1.0,No,Metropolitian,34,24.456258979149982
39.0,4.2,Fog,Jam,2,Snack,scooter,1.0,No,Semi-Urban,49,22.644473839635083
,,Sunny,Medium,1,Drinks,scooter,0.0,No,Urban,19,24.447225449669858
37.0,4.8,Fog,Jam,0,Snack,motorcycle,1.0,Yes,Metropolitian,52,35.90356721521571
36.0,4.8,Cloudy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,29,12.54096260055835
36.0,4.9,Sunny,Jam,2,Meal,motorcycle,0.0,No,Metropolitian,15,12.731226732574243
27.0,4.7,Sandstorms,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,24,22.662086621254737
32.0,4.8,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,25,16.884876898513127
22.0,4.7,Stormy,Medium,2,Meal,scooter,0.0,No,Metropolitian,24,7.779052546432687
22.0,4.7,Fog,Jam,2,Snack,scooter,1.0,Yes,Metropolitian,41,29.867406149695704
,,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Urban,23,20.752112968742136
35.0,4.7,Sunny,Low,1,Meal,motorcycle,1.0,No,Metropolitian,16,16.29234408036721
37.0,4.7,Fog,Jam,2,Snack,scooter,0.0,No,Metropolitian,44,17.445069571812187
28.0,4.9,Sandstorms,Jam,2,Buffet,motorcycle,0.0,No,Metropolitian,26,27.40376130204963
34.0,4.6,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,26,19.231019772987477
23.0,4.8,Cloudy,High,2,Buffet,motorcycle,0.0,No,Urban,27,2.519048888183513
30.0,4.8,Stormy,Jam,1,Meal,motorcycle,1.0,No,Urban,32,7.2042861380125816
21.0,4.7,Sandstorms,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,22,19.008980168406993
36.0,4.0,Sandstorms,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,33,9.96851699200303
34.0,5.0,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,46,18.377497312057248
37.0,4.8,Fog,Medium,1,Buffet,scooter,0.0,No,Metropolitian,19,14.152800689506924
21.0,4.8,Sandstorms,High,0,Buffet,motorcycle,0.0,No,Urban,16,10.371802388658702
21.0,4.6,Windy,Jam,0,Buffet,motorcycle,1.0,No,Urban,30,12.46202165439858
23.0,4.7,Windy,Jam,1,Meal,motorcycle,0.0,No,,19,32.59187417339067
30.0,4.0,Stormy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,32,10.911551446274283
26.0,4.8,Stormy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,16,5.2139820730658295
24.0,4.5,Fog,Jam,0,Meal,motorcycle,1.0,Yes,Metropolitian,47,24.42900809503582
38.0,4.8,Fog,Jam,1,Drinks,scooter,1.0,No,Metropolitian,36,27.404752799686676
28.0,4.6,Sandstorms,Low,2,Snack,scooter,,No,Urban,13,2.4930963452273804
38.0,4.6,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,36,15.27664971479331
33.0,3.9,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,34,29.85765974042809
38.0,4.8,Sandstorms,Low,1,Drinks,scooter,1.0,No,Urban,23,2.513481606755895
23.0,4.9,Sandstorms,Low,1,Buffet,scooter,1.0,No,Urban,12,2.7168811991619783
24.0,4.8,Cloudy,Medium,1,Meal,scooter,0.0,No,Metropolitian,29,18.414112108076832
25.0,5.0,Windy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,31,20.858453546479474
24.0,4.9,Cloudy,Low,2,Meal,scooter,1.0,No,Urban,22,31.18732737700634
31.0,4.5,Sandstorms,Jam,1,Drinks,motorcycle,0.0,No,Metropolitian,41,22.092248431661847
39.0,4.8,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,48,7.8223968184944885
35.0,4.9,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,26,16.02369871769141
31.0,4.0,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36,17.549856993408604
33.0,4.7,Sandstorms,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,50,35.71305206518243
22.0,4.8,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,31,19.94144356518755
35.0,4.9,Sunny,Jam,2,Meal,scooter,1.0,No,Metropolitian,27,18.15718360263967
20.0,4.7,Sandstorms,Low,1,Drinks,scooter,0.0,No,Metropolitian,15,33.08867354364787
39.0,4.2,Windy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,22,5.495272967786096
34.0,4.8,Stormy,High,0,Snack,motorcycle,1.0,No,Urban,32,10.520870908801992
27.0,4.9,Sunny,Low,1,Buffet,motorcycle,1.0,No,Urban,29,21.706530546348127
33.0,4.2,Stormy,Jam,0,Snack,motorcycle,1.0,No,Urban,32,15.278531583174559
39.0,5.0,Sunny,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,19,9.605310748594398
27.0,4.8,Sunny,Low,1,Meal,motorcycle,0.0,No,Metropolitian,15,2.830560695427386
33.0,3.8,Sandstorms,Jam,2,Drinks,motorcycle,0.0,No,Metropolitian,33,21.73115967743135
37.0,4.7,Sunny,Medium,1,Snack,scooter,1.0,No,Metropolitian,24,35.70949726141728
26.0,4.1,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,25,7.8942781488318605
32.0,4.9,Sunny,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,27,20.05887401213785
39.0,4.5,Stormy,Medium,1,Meal,scooter,0.0,No,Metropolitian,39,22.911176569681587
33.0,4.1,Fog,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,34,24.434091820355416
31.0,4.6,Windy,Medium,0,Drinks,motorcycle,1.0,No,,32,7.523607982839889
28.0,5.0,Sandstorms,High,2,Drinks,scooter,0.0,No,Metropolitian,15,2.4022859040360456
39.0,5.0,Fog,High,1,Drinks,motorcycle,1.0,No,Urban,29,9.970103986609287
23.0,4.8,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,25,8.49168153096395
29.0,5.0,Sandstorms,Jam,0,Snack,motorcycle,0.0,No,Urban,31,29.87802966504322
21.0,3.1,Sunny,Low,1,Buffet,scooter,0.0,No,Metropolitian,34,23.464001273607995
20.0,4.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,33,16.806430451189737
38.0,4.8,Sunny,Low,2,Meal,scooter,1.0,No,Metropolitian,17,4.879021870529221
34.0,4.1,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,37,21.723869359152765
37.0,4.5,Sunny,High,0,Snack,motorcycle,0.0,No,Metropolitian,26,2.7280484607436617
23.0,4.5,Windy,Medium,2,Buffet,scooter,0.0,No,Metropolitian,21,21.708560726270374
38.0,4.8,Cloudy,Low,2,Buffet,motorcycle,1.0,No,Metropolitian,28,27.40814186741719
23.0,4.5,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,24,16.36263011830883
39.0,4.8,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,25,2.5772670337047905
36.0,4.2,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,30,2.7151841746822605
25.0,2.9,Sunny,Low,2,Buffet,scooter,2.0,No,Metropolitian,40,16.80839446810417
23.0,4.6,Fog,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,38,28.000503882748376
33.0,3.5,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34,20.772945379182953
36.0,4.9,Cloudy,Jam,0,Buffet,motorcycle,1.0,No,Urban,53,26.404438568576527
35.0,4.8,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,17,13.58659230312143
29.0,4.6,Fog,Low,1,Drinks,scooter,1.0,No,Metropolitian,27,24.43858829236141
35.0,4.5,Sandstorms,Medium,2,Meal,electric_scooter,0.0,No,Urban,30,23.677044261133762
36.0,4.4,Stormy,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,46,11.558787956911434
28.0,4.6,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,13,14.953856725634393
32.0,5.0,Cloudy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,27,8.181360405047956
35.0,4.7,Stormy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,23,33.09408897999875
20.0,4.7,Fog,Medium,0,Meal,motorcycle,0.0,No,Urban,20,16.983359290708307
21.0,4.5,Sunny,Jam,1,Drinks,scooter,0.0,No,Urban,10,20.78492304392022
